11/01/2016 12:35:02.135,785.05495
11/01/2016 12:36:02.135,785.09
11/01/2016 12:37:02.135,784.9000000000001
11/01/2016 12:38:02.135,784.58835
11/01/2016 12:39:02.135,784.09
11/01/2016 12:40:02.135,783.775
11/01/2016 12:41:02.135,783.72495
11/01/2016 12:42:02.135,783.70505
11/01/2016 12:43:02.135,783.54
11/01/2016 12:44:02.135,783.255
11/01/2016 12:45:02.135,783.315
11/01/2016 12:46:02.135,782.8050000000001
11/01/2016 12:47:02.135,782.307
11/01/2016 12:48:02.135,782.355
11/01/2016 12:49:02.135,781.96
11/01/2016 12:50:02.135,782.085
11/01/2016 12:51:02.135,782.2905
11/01/2016 12:52:02.135,782.2174
11/01/2016 12:53:02.135,782.085
11/01/2016 12:54:02.135,782.203
11/01/2016 12:55:02.135,782.88
11/01/2016 12:56:02.135,783.125
11/01/2016 12:57:02.135,782.8905
11/01/2016 12:58:02.135,782.99
11/01/2016 12:59:02.135,783.26
11/01/2016 13:00:02.135,783.05
11/01/2016 13:01:02.135,782.63
11/01/2016 13:02:02.135,782.21
11/01/2016 13:03:02.135,782.285
11/01/2016 13:04:02.135,782.2143
11/01/2016 13:05:02.135,782.20495
11/01/2016 13:06:02.135,781.9744000000001
11/01/2016 13:07:02.135,781.4772499999999
11/01/2016 13:08:02.135,781.31
11/01/2016 13:09:02.135,781.63505
11/01/2016 13:10:02.135,781.905
11/01/2016 13:11:02.135,782.055
11/01/2016 13:12:02.135,782.4024999999999
11/01/2016 13:13:02.135,782.875
11/01/2016 13:14:02.135,782.545
11/01/2016 13:15:02.135,782.01495
11/01/2016 13:16:02.135,781.2895
11/01/2016 13:17:02.135,780.90125
11/01/2016 13:18:02.135,780.9400499999999
11/01/2016 13:19:02.135,781.3043
11/01/2016 13:20:02.135,781.25505
11/01/2016 13:21:02.135,780.78775
11/01/2016 13:22:02.135,780.1949999999999
11/01/2016 13:23:02.135,780.4749999999999
11/01/2016 13:24:02.135,780.78
11/01/2016 13:25:02.135,781.335
11/01/2016 13:26:02.135,781.42
11/01/2016 13:27:02.135,781.15
11/01/2016 13:28:02.135,781.14
11/01/2016 13:29:02.135,781.0799999999999
11/01/2016 13:30:02.135,780.765
11/01/2016 13:31:02.135,780.88
11/01/2016 13:32:02.135,780.5505
11/01/2016 13:33:02.135,780.364
11/01/2016 13:34:02.135,780.315
11/01/2016 13:35:02.135,780.4105
11/01/2016 13:36:02.135,780.2728500000001
11/01/2016 13:37:02.135,780.2814000000001
11/01/2016 13:38:02.135,780.37005
11/01/2016 13:39:02.135,780.55
11/01/2016 13:40:02.135,780.5550000000001
11/01/2016 13:41:02.135,780.53
11/01/2016 13:42:02.135,780.04
11/01/2016 13:43:02.135,779.47495
