time,average_price
11/01/2016 09:52:30.131,785.31
11/01/2016 09:53:30.131,785.29
11/01/2016 09:54:30.131,785.265
11/01/2016 09:55:30.131,785.4100000000001
11/01/2016 09:56:30.131,784.8599999999999
11/01/2016 09:57:30.131,784.75
11/01/2016 09:58:30.131,784.76
11/01/2016 09:59:30.131,784.855
11/01/2016 10:00:30.131,785.0625
11/01/2016 10:01:30.131,784.47455
11/01/2016 10:02:30.131,784.405
11/01/2016 10:03:30.131,784.2249999999999
11/01/2016 10:04:30.131,783.9549999999999
11/01/2016 10:05:30.131,784.2
11/01/2016 10:06:30.131,784.355
11/01/2016 10:07:30.131,784.44
11/01/2016 10:08:30.131,784.52505
11/01/2016 10:09:30.131,784.0350000000001
11/01/2016 10:10:30.131,783.505
11/01/2016 10:11:30.131,783.56005
11/01/2016 10:12:30.131,783.1484
11/01/2016 10:13:30.131,782.975
11/01/2016 10:14:30.131,782.8344999999999
11/01/2016 10:15:30.131,783.03
11/01/2016 10:16:30.131,783.13495
11/01/2016 10:17:30.131,783.1099999999999
11/01/2016 10:18:30.131,783.1800000000001
11/01/2016 10:19:30.131,783.16
11/01/2016 10:20:30.131,783.12495
11/01/2016 10:21:30.131,783.13
11/01/2016 10:22:30.131,783.69
11/01/2016 10:23:30.131,783.79495
11/01/2016 10:24:30.131,783.4325
11/01/2016 10:25:30.131,783.325
11/01/2016 10:26:30.131,783.5305000000001
11/01/2016 10:27:30.131,783.78495
11/01/2016 10:28:30.131,784.0250000000001
11/01/2016 10:29:30.131,784.1424999999999
11/01/2016 10:30:30.131,783.7560000000001
11/01/2016 10:31:30.131,784.025
11/01/2016 10:32:30.131,784.17
11/01/2016 10:33:30.131,784.5705
11/01/2016 10:34:30.131,784.395
11/01/2016 10:35:30.131,784.36095
11/01/2016 10:36:30.131,784.14995
11/01/2016 10:37:30.131,783.605
11/01/2016 10:38:30.131,783.4625
11/01/2016 10:39:30.131,783.375
11/01/2016 10:40:30.131,783.525
11/01/2016 10:41:30.131,783.8299999999999
11/01/2016 10:42:30.131,783.75495
11/01/2016 10:43:30.131,783.7950000000001
11/01/2016 10:44:30.131,783.25
11/01/2016 10:45:30.131,783.36825
11/01/2016 10:46:30.131,783.6099999999999
11/01/2016 10:47:30.131,783.85495
11/01/2016 10:48:30.131,783.9355
11/01/2016 10:49:30.131,784.135
11/01/2016 10:50:30.131,783.995
11/01/2016 10:51:30.131,784.135
11/01/2016 10:52:30.131,784.5250000000001
11/01/2016 10:53:30.131,784.415
11/01/2016 10:54:30.131,784.1105
11/01/2016 10:55:30.131,783.87955
11/01/2016 10:56:30.131,784.39
11/01/2016 10:57:30.131,784.53
11/01/2016 10:58:30.131,784.555
11/01/2016 10:59:30.131,784.72005
11/01/2016 11:00:30.131,785.49
11/01/2016 11:01:30.131,786.0850499999999
11/01/2016 11:02:30.131,786.03
11/01/2016 11:03:30.131,786.1550500000001
11/01/2016 11:04:30.131,786.0667
11/01/2016 11:05:30.131,786.2455
11/01/2016 11:06:30.131,786.1405
11/01/2016 11:07:30.131,786.2708
11/01/2016 11:08:30.131,786.46835
11/01/2016 11:09:30.131,786.6410000000001
11/01/2016 11:10:30.131,786.905
11/01/2016 11:11:30.131,786.96005
11/01/2016 11:12:30.131,787.3525
11/01/2016 11:13:30.131,787.47995
11/01/2016 11:14:30.131,787.43655
11/01/2016 11:15:30.131,787.5305
11/01/2016 11:16:30.131,787.658
11/01/2016 11:17:30.131,787.74
11/01/2016 11:18:30.131,787.535
11/01/2016 11:19:30.131,787.63795
11/01/2016 11:20:30.131,787.9725
11/01/2016 11:21:30.131,788.4005
11/01/2016 11:22:30.131,788.2695
11/01/2016 11:23:30.131,788.5577000000001
11/01/2016 11:24:30.131,788.4849999999999
11/01/2016 11:25:30.131,788.17445
11/01/2016 11:26:30.131,787.79745
11/01/2016 11:27:30.131,787.9405
11/01/2016 11:28:30.131,788.165
11/01/2016 11:29:30.131,787.755
11/01/2016 11:30:30.131,787.604
11/01/2016 11:31:30.131,787.3
11/01/2016 11:32:30.131,787.5299500000001
11/01/2016 11:33:30.131,787.625
11/01/2016 11:34:30.131,787.5806
11/01/2016 11:35:30.131,787.61505
11/01/2016 11:36:30.131,787.6849500000001
11/01/2016 11:37:30.131,788.07005
11/01/2016 11:38:30.131,788.645
11/01/2016 11:39:30.131,788.34
11/01/2016 11:40:30.131,787.815
11/01/2016 11:41:30.131,788.27
11/01/2016 11:42:30.131,788.9443
11/01/2016 11:43:30.131,789.3
11/01/2016 11:44:30.131,789.115
11/01/2016 11:45:30.131,789.15755
11/01/2016 11:46:30.131,789.2099499999999
11/01/2016 11:47:30.131,788.9862
11/01/2016 11:48:30.131,789.24
11/01/2016 11:49:30.131,789.28505
11/01/2016 11:50:30.131,789.2149999999999
11/01/2016 11:51:30.131,788.89
11/01/2016 11:52:30.131,788.97
11/01/2016 11:53:30.131,788.8
11/01/2016 11:54:30.131,788.84
11/01/2016 11:55:30.131,788.74505
11/01/2016 11:56:30.131,788.645
11/01/2016 11:57:30.131,788.4255
11/01/2016 11:58:30.131,788.4374
11/01/2016 11:59:30.131,788.585
11/01/2016 12:00:30.131,788.7444
11/01/2016 12:01:30.131,788.075
11/01/2016 12:02:30.131,787.865
11/01/2016 12:03:30.131,787.665
11/01/2016 12:04:30.131,787.9100000000001
11/01/2016 12:05:30.131,787.7145
11/01/2016 12:06:30.131,787.415
11/01/2016 12:07:30.131,787.15745
11/01/2016 12:08:30.131,787.0250000000001
11/01/2016 12:09:30.131,786.6949999999999
11/01/2016 12:10:30.131,786.1395
11/01/2016 12:11:30.131,785.9000000000001
11/01/2016 12:12:30.131,785.3544999999999
11/01/2016 12:13:30.131,785.42
11/01/2016 12:14:30.131,785.265
11/01/2016 12:15:30.131,784.7818
11/01/2016 12:16:30.131,784.425
11/01/2016 12:17:30.131,783.98995
11/01/2016 12:18:30.131,784.105
11/01/2016 12:19:30.131,784.8068000000001
11/01/2016 12:20:30.131,785.2646
11/01/2016 12:21:30.131,785.19255
11/01/2016 12:22:30.131,785.20505
11/01/2016 12:23:30.131,785.6078
11/01/2016 12:24:30.131,785.51
11/01/2016 12:25:30.131,785.5455
11/01/2016 12:26:30.131,785.485
11/01/2016 12:27:30.131,785.44045
11/01/2016 12:28:30.131,785.00205
11/01/2016 12:29:30.131,784.415
11/01/2016 12:30:30.131,784.4755
11/01/2016 12:31:30.131,784.73
11/01/2016 12:32:30.131,784.6252999999999
11/01/2016 12:33:30.131,784.70505
11/01/2016 12:34:30.131,785.05495
11/01/2016 12:35:30.131,785.1600000000001
11/01/2016 12:36:30.131,784.9000000000001
11/01/2016 12:37:30.131,784.67495
11/01/2016 12:38:30.131,784.10455
11/01/2016 12:39:30.131,783.96
11/01/2016 12:40:30.131,783.72
11/01/2016 12:41:30.131,783.74045
11/01/2016 12:42:30.131,783.69
11/01/2016 12:43:30.131,783.29
11/01/2016 12:44:30.131,783.315
11/01/2016 12:45:30.131,783.067
11/01/2016 12:46:30.131,782.55
11/01/2016 12:47:30.131,782.3225
11/01/2016 12:48:30.131,782.0450000000001
11/01/2016 12:49:30.131,781.95
11/01/2016 12:50:30.131,782.185
11/01/2016 12:51:30.131,782.21575
11/01/2016 12:52:30.131,782.245
11/01/2016 12:53:30.131,782.1045
11/01/2016 12:54:30.131,782.57005
11/01/2016 12:55:30.131,783.00005
11/01/2016 12:56:30.131,782.995
11/01/2016 12:57:30.131,782.9355
11/01/2016 12:58:30.131,783.115
11/01/2016 12:59:30.131,783.1049499999999
11/01/2016 13:00:30.131,782.86
11/01/2016 13:01:30.131,782.345
11/01/2016 13:02:30.131,782.3399999999999
11/01/2016 13:03:30.131,782.2193
11/01/2016 13:04:30.131,782.194
11/01/2016 13:05:30.131,782.18995
11/01/2016 13:06:30.131,781.7662
11/01/2016 13:07:30.131,781.2975
11/01/2016 13:08:30.131,781.455
11/01/2016 13:09:30.131,781.63505
11/01/2016 13:10:30.131,782.0
11/01/2016 13:11:30.131,782.2574500000001
11/01/2016 13:12:30.131,782.784
11/01/2016 13:13:30.131,782.91
11/01/2016 13:14:30.131,782.19575
11/01/2016 13:15:30.131,781.8399999999999
11/01/2016 13:16:30.131,781.2895
11/01/2016 13:17:30.131,780.7900500000001
11/01/2016 13:18:30.131,781.0350000000001
11/01/2016 13:19:30.131,781.3
11/01/2016 13:20:30.131,781.0705
11/01/2016 13:21:30.131,780.52
11/01/2016 13:22:30.131,780.01
11/01/2016 13:23:30.131,780.51
11/01/2016 13:24:30.131,780.87995
11/01/2016 13:25:30.131,781.385
11/01/2016 13:26:30.131,781.3399999999999
11/01/2016 13:27:30.131,781.13505
11/01/2016 13:28:30.131,781.275
11/01/2016 13:29:30.131,780.9916
11/01/2016 13:30:30.131,780.80005
11/01/2016 13:31:30.131,780.7605000000001
11/01/2016 13:32:30.131,780.369
11/01/2016 13:33:30.131,780.315
11/01/2016 13:34:30.131,780.4545
11/01/2016 13:35:30.131,780.3444999999999
11/01/2016 13:36:30.131,780.22
11/01/2016 13:37:30.131,780.3462
11/01/2016 13:38:30.131,780.355
11/01/2016 13:39:30.131,780.58735
11/01/2016 13:40:30.131,780.475
11/01/2016 13:41:30.131,780.2305
11/01/2016 13:42:30.131,779.47495
11/01/2016 13:43:30.131,779.475
11/01/2016 13:44:30.131,779.64005
11/01/2016 13:45:30.131,779.3050000000001
11/01/2016 13:46:30.131,778.914
11/01/2016 13:47:30.131,779.46
11/01/2016 13:48:30.131,779.6949999999999
11/01/2016 13:49:30.131,779.5545
11/01/2016 13:50:30.131,779.2695
11/01/2016 13:51:30.131,779.07755
11/01/2016 13:52:30.131,779.23
11/01/2016 13:53:30.131,779.335
11/01/2016 13:54:30.131,779.3705
11/01/2016 13:55:30.131,779.4504999999999
11/01/2016 13:56:30.131,779.79485
11/01/2016 13:57:30.131,779.765
11/01/2016 13:58:30.131,779.94995
11/01/2016 13:59:30.131,779.95
11/01/2016 14:00:30.131,779.6023
11/01/2016 14:01:30.131,779.645
11/01/2016 14:02:30.131,779.7149999999999
11/01/2016 14:03:30.131,779.2505
11/01/2016 14:04:30.131,779.1
11/01/2016 14:05:30.131,778.88105
11/01/2016 14:06:30.131,778.925
11/01/2016 14:07:30.131,778.97245
11/01/2016 14:08:30.131,777.642
11/01/2016 14:09:30.131,778.035
11/01/2016 14:10:30.131,778.0475
11/01/2016 14:11:30.131,777.8729
11/01/2016 14:12:30.131,778.1903
11/01/2016 14:13:30.131,778.1610000000001
11/01/2016 14:14:30.131,777.575
11/01/2016 14:15:30.131,776.71
11/01/2016 14:16:30.131,776.355
11/01/2016 14:17:30.131,776.365
11/01/2016 14:18:30.131,776.345
11/01/2016 14:19:30.131,776.1375
11/01/2016 14:20:30.131,775.9275
11/01/2016 14:21:30.131,776.525
11/01/2016 14:22:30.131,776.6949999999999
11/01/2016 14:23:30.131,776.50995
11/01/2016 14:24:30.131,776.53
11/01/2016 14:25:30.131,776.835
11/01/2016 14:26:30.131,777.2999500000001
11/01/2016 14:27:30.131,777.7595
11/01/2016 14:28:30.131,778.99495
11/01/2016 14:29:30.131,779.26675
11/01/2016 14:30:30.131,779.156
11/01/2016 14:31:30.131,779.0899999999999
11/01/2016 14:32:30.131,779.4449999999999
11/01/2016 14:33:30.131,779.885
11/01/2016 14:34:30.131,779.663
11/01/2016 14:35:30.131,779.4755
11/01/2016 14:36:30.131,779.53
11/01/2016 14:37:30.131,779.97205
11/01/2016 14:38:30.131,780.56
11/01/2016 14:39:30.131,780.15815
11/01/2016 14:40:30.131,779.92005
11/01/2016 14:41:30.131,779.615
11/01/2016 14:42:30.131,779.387
11/01/2016 14:43:30.131,779.9600499999999
11/01/2016 14:44:30.131,779.91495
11/01/2016 14:45:30.131,780.0145
11/01/2016 14:46:30.131,779.655
11/01/2016 14:47:30.131,779.375
11/01/2016 14:48:30.131,779.71
11/01/2016 14:49:30.131,779.115
11/01/2016 14:50:30.131,779.01995
11/01/2016 14:51:30.131,779.04505
11/01/2016 14:52:30.131,779.0
11/01/2016 14:53:30.131,778.76005
11/01/2016 14:54:30.131,779.13
11/01/2016 14:55:30.131,779.44
11/01/2016 14:56:30.131,779.29
11/01/2016 14:57:30.131,779.4197999999999
11/01/2016 14:58:30.131,779.2845
11/01/2016 14:59:30.131,778.7950000000001
11/01/2016 15:00:30.131,778.5025
11/01/2016 15:01:30.131,778.94255
11/01/2016 15:02:30.131,779.0274999999999
11/01/2016 15:03:30.131,778.8202
11/01/2016 15:04:30.131,778.465
11/01/2016 15:05:30.131,778.28
11/01/2016 15:06:30.131,778.4655
11/01/2016 15:07:30.131,778.59
11/01/2016 15:08:30.131,779.175
11/01/2016 15:09:30.131,779.07525
11/01/2016 15:10:30.131,779.21
11/01/2016 15:11:30.131,779.3755
11/01/2016 15:12:30.131,779.45
11/01/2016 15:13:30.131,779.49505
11/01/2016 15:14:30.131,779.15005
11/01/2016 15:15:30.131,779.3592
11/01/2016 15:16:30.131,779.51
11/01/2016 15:17:30.131,780.2
11/01/2016 15:18:30.131,780.3499999999999
11/01/2016 15:19:30.131,780.13
11/01/2016 15:20:30.131,780.06
11/01/2016 15:21:30.131,780.29
11/01/2016 15:22:30.131,779.6155
11/01/2016 15:23:30.131,779.38
11/01/2016 15:24:30.131,780.035
11/01/2016 15:25:30.131,780.88
11/01/2016 15:26:30.131,781.37005
11/01/2016 15:27:30.131,781.9300000000001
11/01/2016 15:28:30.131,782.13
11/01/2016 15:29:30.131,782.1700000000001
11/01/2016 15:30:30.131,782.0250000000001
11/01/2016 15:31:30.131,781.76335
11/01/2016 15:32:30.131,782.2305
11/01/2016 15:33:30.131,782.4449999999999
11/01/2016 15:34:30.131,782.415
11/01/2016 15:35:30.131,782.505
11/01/2016 15:36:30.131,782.34995
11/01/2016 15:37:30.131,782.21505
11/01/2016 15:38:30.131,782.1700000000001
11/01/2016 15:39:30.131,782.75505
11/01/2016 15:40:30.131,782.435
11/01/2016 15:41:30.131,782.50545
11/01/2016 15:42:30.131,782.0150000000001
11/01/2016 15:43:30.131,781.94955
11/01/2016 15:44:30.131,781.9100000000001
11/01/2016 15:45:30.131,782.8841
11/01/2016 15:46:30.131,783.8153500000001
11/01/2016 15:47:30.131,783.62005
11/01/2016 15:48:30.131,783.2850000000001
11/01/2016 15:49:30.131,783.6610000000001
11/01/2016 15:50:30.131,784.0799999999999
11/01/2016 15:51:30.131,783.75005
11/01/2016 15:52:30.131,783.025
11/01/2016 15:53:30.131,782.94
11/01/2016 15:54:30.131,783.50495
11/01/2016 15:55:30.131,783.3405
11/01/2016 15:56:30.131,783.63
11/01/2016 15:57:30.131,783.685
11/01/2016 15:58:30.131,783.6568
11/01/2016 15:59:30.131,783.5
11/01/2016 16:00:30.131,0.0
11/01/2016 16:03:30.131,0.0
11/01/2016 16:06:30.131,0.0
11/01/2016 16:07:30.131,0.0
11/01/2016 16:08:30.131,0.0
11/01/2016 16:09:30.131,0.0
11/01/2016 16:10:30.131,0.0
11/01/2016 16:11:30.131,0.0
11/01/2016 16:12:30.131,0.0
11/01/2016 16:13:30.131,0.0
11/01/2016 16:14:30.131,783.61
11/01/2016 16:15:30.131,0.0
11/01/2016 16:18:30.131,0.0
11/01/2016 16:21:30.131,0.0
11/01/2016 16:25:30.131,0.0
11/01/2016 16:27:30.131,0.0
11/01/2016 16:38:30.131,0.0
11/01/2016 16:39:30.131,0.0
11/01/2016 16:40:30.131,0.0
11/01/2016 16:45:30.131,0.0
11/01/2016 16:53:30.131,0.0
11/01/2016 16:57:30.131,0.0
11/01/2016 16:58:30.131,0.0
11/01/2016 16:59:30.131,0.0
11/01/2016 17:00:30.131,0.0
11/01/2016 17:02:30.131,0.0
11/01/2016 17:03:30.131,0.0
11/01/2016 17:10:30.131,0.0
11/01/2016 17:20:30.131,0.0
11/01/2016 17:26:30.131,0.0
11/01/2016 17:32:30.131,0.0
11/01/2016 17:36:30.131,0.0
11/01/2016 17:43:30.131,0.0
11/01/2016 17:44:30.131,0.0
11/01/2016 17:48:30.131,0.0
11/01/2016 17:51:30.131,0.0
11/01/2016 17:52:30.131,0.0
11/01/2016 18:12:30.131,0.0
11/01/2016 18:13:30.131,0.0
11/01/2016 18:39:30.131,0.0
11/01/2016 18:41:30.131,0.0
11/01/2016 18:48:30.131,0.0
11/01/2016 18:53:30.131,0.0
11/01/2016 18:58:30.131,0.0
11/01/2016 19:46:30.131,0.0
11/02/2016 07:21:30.131,0.0
11/02/2016 07:28:30.131,0.0
11/02/2016 07:46:30.131,0.0
11/02/2016 08:02:30.131,0.0
11/02/2016 08:05:30.131,0.0
11/02/2016 08:07:30.131,0.0
11/02/2016 08:21:30.131,0.0
11/02/2016 08:29:30.131,0.0
11/02/2016 08:33:30.131,0.0
11/02/2016 08:34:30.131,0.0
11/02/2016 08:36:30.131,0.0
11/02/2016 08:37:30.131,0.0
11/02/2016 08:38:30.131,0.0
11/02/2016 08:39:30.131,0.0
11/02/2016 08:40:30.131,0.0
11/02/2016 08:42:30.131,0.0
11/02/2016 08:44:30.131,0.0
11/02/2016 08:46:30.131,0.0
11/02/2016 08:50:30.131,0.0
11/02/2016 08:53:30.131,0.0
11/02/2016 08:54:30.131,0.0
11/02/2016 08:55:30.131,0.0
11/02/2016 09:01:30.131,0.0
11/02/2016 09:03:30.131,0.0
11/02/2016 09:04:30.131,0.0
11/02/2016 09:10:30.131,0.0
11/02/2016 09:11:30.131,0.0
11/02/2016 09:14:30.131,0.0
11/02/2016 09:16:30.131,0.0
11/02/2016 09:17:30.131,0.0
11/02/2016 09:19:30.131,0.0
11/02/2016 09:23:30.131,0.0
11/02/2016 09:26:30.131,0.0
11/02/2016 09:27:30.131,0.0
11/02/2016 09:29:30.131,779.215
11/02/2016 09:30:30.131,779.3
11/02/2016 09:31:30.131,779.3501
11/02/2016 09:32:30.131,778.95
11/02/2016 09:33:30.131,779.72
11/02/2016 09:34:30.131,779.4300000000001
11/02/2016 09:35:30.131,780.415
11/02/2016 09:36:30.131,780.4005
11/02/2016 09:37:30.131,780.6900499999999
11/02/2016 09:38:30.131,780.905
11/02/2016 09:39:30.131,780.49
11/02/2016 09:40:30.131,780.5150000000001
11/02/2016 09:41:30.131,780.465
11/02/2016 09:42:30.131,780.5396499999999
11/02/2016 09:43:30.131,780.47
11/02/2016 09:44:30.131,780.50505
11/02/2016 09:45:30.131,780.9929999999999
11/02/2016 09:46:30.131,780.83915
11/02/2016 09:47:30.131,780.92505
11/02/2016 09:48:30.131,781.0450000000001
11/02/2016 09:49:30.131,781.1445
11/02/2016 09:50:30.131,780.93
11/02/2016 09:51:30.131,780.585
11/02/2016 09:52:30.131,781.0
11/02/2016 09:53:30.131,780.675
11/02/2016 09:54:30.131,780.03
11/02/2016 09:55:30.131,779.7049999999999
11/02/2016 09:56:30.131,779.845
11/02/2016 09:57:30.131,780.115
11/02/2016 09:58:30.131,780.165
11/02/2016 09:59:30.131,780.065
11/02/2016 10:00:30.131,779.9350999999999
11/02/2016 10:01:30.131,779.97875
11/02/2016 10:02:30.131,780.46
11/02/2016 10:03:30.131,781.3349499999999
11/02/2016 10:04:30.131,781.05675
11/02/2016 10:05:30.131,781.0
11/02/2016 10:06:30.131,781.1927499999999
11/02/2016 10:07:30.131,781.12495
11/02/2016 10:08:30.131,781.18995
11/02/2016 10:09:30.131,781.21
11/02/2016 10:10:30.131,780.96
11/02/2016 10:11:30.131,780.9300000000001
11/02/2016 10:12:30.131,781.21505
11/02/2016 10:13:30.131,781.0184999999999
11/02/2016 10:14:30.131,780.7447
11/02/2016 10:15:30.131,781.06495
11/02/2016 10:16:30.131,780.6337
11/02/2016 10:17:30.131,780.5768499999999
11/02/2016 10:18:30.131,780.16
11/02/2016 10:19:30.131,779.9200000000001
11/02/2016 10:20:30.131,779.94
11/02/2016 10:21:30.131,779.9265
11/02/2016 10:22:30.131,779.91995
11/02/2016 10:23:30.131,779.43935
11/02/2016 10:24:30.131,779.01785
11/02/2016 10:25:30.131,778.7845
11/02/2016 10:26:30.131,778.95
11/02/2016 10:27:30.131,778.90495
11/02/2016 10:28:30.131,778.8449499999999
11/02/2016 10:29:30.131,778.4895
11/02/2016 10:30:30.131,778.125
11/02/2016 10:31:30.131,777.825
11/02/2016 10:32:30.131,777.4449999999999
11/02/2016 10:33:30.131,777.45325
11/02/2016 10:34:30.131,777.095
11/02/2016 10:35:30.131,776.915
11/02/2016 10:36:30.131,776.70605
11/02/2016 10:37:30.131,776.7
11/02/2016 10:38:30.131,777.03375
11/02/2016 10:39:30.131,777.31
11/02/2016 10:40:30.131,776.905
11/02/2016 10:41:30.131,776.48495
11/02/2016 10:42:30.131,776.315
11/02/2016 10:43:30.131,776.245
11/02/2016 10:44:30.131,776.29
11/02/2016 10:45:30.131,775.9799499999999
11/02/2016 10:46:30.131,776.0336
11/02/2016 10:47:30.131,776.4255
11/02/2016 10:48:30.131,776.91995
11/02/2016 10:49:30.131,776.4549999999999
11/02/2016 10:50:30.131,776.7645
11/02/2016 10:51:30.131,776.48
11/02/2016 10:52:30.131,776.12
11/02/2016 10:53:30.131,776.11005
11/02/2016 10:54:30.131,776.2750000000001
11/02/2016 10:55:30.131,775.9525
11/02/2016 10:56:30.131,776.06495
11/02/2016 10:57:30.131,775.8045999999999
11/02/2016 10:58:30.131,775.7976
11/02/2016 10:59:30.131,775.59175
11/02/2016 11:00:30.131,775.535
11/02/2016 11:01:30.131,775.73225
11/02/2016 11:02:30.131,775.675
11/02/2016 11:03:30.131,775.5350000000001
11/02/2016 11:04:30.131,775.52505
11/02/2016 11:05:30.131,775.5450000000001
11/02/2016 11:06:30.131,775.55495
11/02/2016 11:07:30.131,775.5554999999999
11/02/2016 11:08:30.131,775.5550000000001
11/02/2016 11:09:30.131,775.6749500000001
11/02/2016 11:10:30.131,775.95
11/02/2016 11:11:30.131,776.22
11/02/2016 11:12:30.131,776.576
11/02/2016 11:13:30.131,776.6
11/02/2016 11:14:30.131,776.975
11/02/2016 11:15:30.131,777.2200499999999
11/02/2016 11:16:30.131,777.5575
11/02/2016 11:17:30.131,777.655
11/02/2016 11:18:30.131,777.5599500000001
11/02/2016 11:19:30.131,777.333
11/02/2016 11:20:30.131,777.21
11/02/2016 11:21:30.131,776.83
11/02/2016 11:22:30.131,776.5138
11/02/2016 11:23:30.131,776.37495
11/02/2016 11:24:30.131,776.4200000000001
11/02/2016 11:25:30.131,776.78
11/02/2016 11:26:30.131,776.90005
11/02/2016 11:27:30.131,776.49
11/02/2016 11:28:30.131,776.16005
11/02/2016 11:29:30.131,775.94625
11/02/2016 11:30:30.131,775.96005
11/02/2016 11:31:30.131,776.13005
11/02/2016 11:32:30.131,775.925
11/02/2016 11:33:30.131,775.735
11/02/2016 11:34:30.131,775.48
11/02/2016 11:35:30.131,775.08
11/02/2016 11:36:30.131,774.8199999999999
11/02/2016 11:37:30.131,774.8
11/02/2016 11:38:30.131,774.7199499999999
11/02/2016 11:39:30.131,774.82995
11/02/2016 11:40:30.131,774.5758000000001
11/02/2016 11:41:30.131,774.4539500000001
11/02/2016 11:42:30.131,774.76
11/02/2016 11:43:30.131,775.16995
11/02/2016 11:44:30.131,775.16495
11/02/2016 11:45:30.131,774.93505
11/02/2016 11:46:30.131,775.135
11/02/2016 11:47:30.131,774.94
11/02/2016 11:48:30.131,775.115
11/02/2016 11:49:30.131,774.925
11/02/2016 11:50:30.131,774.77505
11/02/2016 11:51:30.131,774.75505
11/02/2016 11:52:30.131,774.615
11/02/2016 11:53:30.131,774.4200000000001
11/02/2016 11:54:30.131,774.27
11/02/2016 11:55:30.131,774.54
11/02/2016 11:56:30.131,774.4799499999999
11/02/2016 11:57:30.131,774.24495
11/02/2016 11:58:30.131,774.05
11/02/2016 11:59:30.131,774.03
11/02/2016 12:00:30.131,774.20815
11/02/2016 12:01:30.131,774.09
11/02/2016 12:02:30.131,774.0015000000001
11/02/2016 12:03:30.131,774.05
11/02/2016 12:04:30.131,773.96
11/02/2016 12:05:30.131,773.815
11/02/2016 12:06:30.131,773.45
11/02/2016 12:07:30.131,773.065
11/02/2016 12:08:30.131,773.62995
11/02/2016 12:09:30.131,773.8
11/02/2016 12:10:30.131,774.22505
11/02/2016 12:11:30.131,774.03945
11/02/2016 12:12:30.131,773.607
11/02/2016 12:13:30.131,773.63505
11/02/2016 12:14:30.131,773.3455
11/02/2016 12:15:30.131,773.24495
11/02/2016 12:16:30.131,773.0676000000001
11/02/2016 12:17:30.131,772.905
11/02/2016 12:18:30.131,773.145
11/02/2016 12:19:30.131,773.2199499999999
11/02/2016 12:20:30.131,772.75505
11/02/2016 12:21:30.131,772.4766500000001
11/02/2016 12:22:30.131,771.9449999999999
11/02/2016 12:23:30.131,771.75
11/02/2016 12:24:30.131,771.9755
11/02/2016 12:25:30.131,771.99
11/02/2016 12:26:30.131,772.1187
11/02/2016 12:27:30.131,772.3319
11/02/2016 12:28:30.131,772.51955
11/02/2016 12:29:30.131,772.835
11/02/2016 12:30:30.131,772.73
11/02/2016 12:31:30.131,772.35
11/02/2016 12:32:30.131,772.445
11/02/2016 12:33:30.131,772.3299999999999
11/02/2016 12:34:30.131,772.48005
11/02/2016 12:35:30.131,772.53
11/02/2016 12:36:30.131,772.46505
11/02/2016 12:37:30.131,772.3399999999999
11/02/2016 12:38:30.131,772.24
11/02/2016 12:39:30.131,772.615
11/02/2016 12:40:30.131,772.70505
11/02/2016 12:41:30.131,773.14
11/02/2016 12:42:30.131,773.275
11/02/2016 12:43:30.131,773.0319999999999
11/02/2016 12:44:30.131,773.0005000000001
11/02/2016 12:45:30.131,772.8199999999999
